"","Date","Country.Region","CRPS","Province.State","Lat","Long","confirmed","deaths","recovered"
"88",2020-01-23,"US","Missouri.US","Missouri",37.8049553073729,-90.9316989713559,0,0,NA
"89",2020-01-23,"US","Montana.US","Montana",45.3548741963793,-105.917622644828,0,0,NA
"90",2020-01-23,"US","Nebraska.US","Nebraska",40.451862422,-96.953980387579,0,0,NA
"91",2020-01-23,"US","Nevada.US","Nevada",35.1237865610526,-105.188836321053,0,0,NA
"92",2020-01-23,"US","New Hampshire.US","New Hampshire",36.2324773966667,-59.6480472541667,0,0,NA
"93",2020-01-23,"US","New Jersey.US","New Jersey",36.783272136087,-68.133541043913,0,0,NA
"94",2020-01-23,"US","New Mexico.US","New Mexico",32.5751098942857,-99.8364155571429,0,0,NA
"95",2020-01-23,"US","New York.US","New York",41.2146466040625,-73.115615079375,0,0,NA
"96",2020-01-23,"US","North Carolina.US","North Carolina",34.9256957941176,-77.9422536662745,0,0,NA
"97",2020-01-23,"US","North Dakota.US","North Dakota",45.6701064832727,-96.6039609470909,0,0,NA
"98",2020-01-23,"US","Northern Mariana Islands.US","Northern Mariana Islands",15.0979,145.6739,0,0,NA
"99",2020-01-23,"US","Ohio.US","Ohio",39.4148771504444,-80.994621162,0,0,NA
"100",2020-01-23,"US","Oklahoma.US","Oklahoma",34.6031317822785,-94.7893388192405,0,0,NA
"101",2020-01-23,"US","Oregon.US","Oregon",42.1506953760526,-115.083397513158,0,0,NA
"102",2020-01-23,"US","Pennsylvania.US","Pennsylvania",39.6349456488406,-75.3655984808696,0,0,NA
"103",2020-01-23,"US","Puerto Rico.US","Puerto Rico",18.2208,-66.5901,0,0,NA
"104",2020-01-23,"US","Rhode Island.US","Rhode Island",29.7536729328571,-51.0457893557143,0,0,NA
"105",2020-01-23,"US","South Carolina.US","South Carolina",32.5425774589583,-77.6090913716667,0,0,NA
"106",2020-01-23,"US","South Dakota.US","South Dakota",42.9705568411765,-96.3897351192647,0,0,NA
"107",2020-01-23,"US","Tennessee.US","Tennessee",35.1452031975258,-84.3332854012371,0,0,NA
"108",2020-01-23,"US","Texas.US","Texas",31.4132946653906,-97.8823415048828,0,0,NA
"109",2020-01-23,"US","Utah.US","Utah",37.0777703458064,-104.396308670968,0,0,NA
"110",2020-01-23,"US","Vermont.US","Vermont",38.63955882375,-63.5988331175,0,0,NA
"111",2020-01-23,"US","Virgin Islands.US","Virgin Islands",18.3358,-64.8963,0,0,NA
"112",2020-01-23,"US","Virginia.US","Virginia",37.0096147648889,-77.3505456352593,0,0,NA
"113",2020-01-23,"US","Washington.US","Washington",44.929699277561,-114.830477956098,1,0,NA
"114",2020-01-23,"US","West Virginia.US","West Virginia",37.4523500678947,-77.7887718987719,0,0,NA
"115",2020-01-23,"US","Wisconsin.US","Wisconsin",43.1952747517568,-87.3710075490541,0,0,NA
"116",2020-01-23,"US","Wyoming.US","Wyoming",39.6399346648,-98.580982828,0,0,NA
"117",2020-01-24,"US","Alabama.US","Alabama",31.9311128071014,-84.1967854963768,0,0,NA
"118",2020-01-24,"US","Alaska.US","Alaska",56.3735444048387,-136.429655945161,0,0,NA
"119",2020-01-24,"US","American Samoa.US","American Samoa",-14.271,-170.132,0,0,NA
"120",2020-01-24,"US","Arizona.US","Arizona",29.7140326252941,-98.3499107,0,0,NA
"121",2020-01-24,"US","Arkansas.US","Arkansas",34.0050870684416,-90.033095715974,0,0,NA
"122",2020-01-24,"US","California.US","California",36.5824962578333,-116.704307691667,0,0,NA
"123",2020-01-24,"US","Colorado.US","Colorado",37.755611605,-102.289687233333,0,0,NA
"124",2020-01-24,"US","Connecticut.US","Connecticut",33.290944112,-58.125463743,0,0,NA
"125",2020-01-24,"US","Delaware.US","Delaware",23.465566094,-45.319942474,0,0,NA
"126",2020-01-24,"US","Diamond Princess.US","Diamond Princess",0,0,0,0,NA
"127",2020-01-24,"US","District of Columbia.US","District of Columbia",12.9680592433333,-25.67218664,0,0,NA
"128",2020-01-24,"US","Florida.US","Florida",28.1018924188406,-80.3036208973913,0,0,NA
"129",2020-01-24,"US","Georgia.US","Georgia",32.4009727393168,-82.5392009829193,0,0,NA
"130",2020-01-24,"US","Grand Princess.US","Grand Princess",0,0,0,0,NA
"131",2020-01-24,"US","Guam.US","Guam",13.4443,144.7937,0,0,NA
"132",2020-01-24,"US","Hawaii.US","Hawaii",15.0202021471429,-112.373740342857,0,0,NA
"133",2020-01-24,"US","Idaho.US","Idaho",42.3389055515217,-109.483597747826,0,0,NA
"134",2020-01-24,"US","Illinois.US","Illinois",39.0773942839423,-87.4633621836538,1,0,NA
"135",2020-01-24,"US","Indiana.US","Indiana",38.9897499068085,-84.3841308225532,0,0,NA
"136",2020-01-24,"US","Iowa.US","Iowa",41.1976345775248,-91.6147170586139,0,0,NA
"137",2020-01-24,"US","Kansas.US","Kansas",37.7660260202804,-96.2511954286916,0,0,NA
"138",2020-01-24,"US","Kentucky.US","Kentucky",37.0053873934426,-83.8031710996721,0,0,NA
"139",2020-01-24,"US","Louisiana.US","Louisiana",30.1502326142424,-89.041635545303,0,0,NA
"140",2020-01-24,"US","Maine.US","Maine",39.7223896944444,-61.7989054472222,0,0,NA
"141",2020-01-24,"US","Maryland.US","Maryland",36.013772945,-70.7773547157692,0,0,NA
"142",2020-01-24,"US","Massachusetts.US","Massachusetts",37.1173028770588,-63.0162959652941,0,0,NA
"143",2020-01-24,"US","Michigan.US","Michigan",43.0072996170588,-83.1774203463529,0,0,NA
"144",2020-01-24,"US","Minnesota.US","Minnesota",44.528372238427,-92.3089091386517,0,0,NA
"145",2020-01-24,"US","Mississippi.US","Mississippi",32.011947362619,-87.511303757619,0,0,NA
"146",2020-01-24,"US","Missouri.US","Missouri",37.8049553073729,-90.9316989713559,0,0,NA
"147",2020-01-24,"US","Montana.US","Montana",45.3548741963793,-105.917622644828,0,0,NA
"148",2020-01-24,"US","Nebraska.US","Nebraska",40.451862422,-96.953980387579,0,0,NA
"149",2020-01-24,"US","Nevada.US","Nevada",35.1237865610526,-105.188836321053,0,0,NA
